,Identity No,Surname,Given Name,Date of Birth,Gender,Document No,Nationality,Date of Expire,Mother's name,Father's name,Issuing Authority
154,19301497646,SEZGIN,TUĞTAŞ,13.03.1925,E/M,P33E73113,TC/TUR,26.12.2021,MÜNEZZER,SEVDI,T.C. İÇIŞLERI BAKANLIĞI
155,83552774854,YÜKSEL,NESIP,17.03.1939,E/M,A64X53878,TC/TUR,30.08.2025,RENGÜL,CERCIS,T.C. İÇIŞLERI BAKANLIĞI
156,85115857734,İHSANOĞLU,ŞIDE,15.12.1993,E/M,O61P05892,TC/TUR,25.03.2026,ŞAZIME,ÜNSEVER,T.C. İÇIŞLERI BAKANLIĞI
157,69055594343,YILMAZ,CABIR,01.08.1938,E/M,H71T47481,TC/TUR,08.10.2029,FEYHA,ÇELEM,T.C. İÇIŞLERI BAKANLIĞI
158,39206231598,TARHAN,PEHLIL,20.10.1970,E/M,T43H56397,TC/TUR,20.11.2025,GONCAFER,VERIM,T.C. İÇIŞLERI BAKANLIĞI
159,40948857326,ZORLU,KÖKER,05.02.1957,E/M,Z37O51473,TC/TUR,12.05.2024,MIHRIYE,HAMI,T.C. İÇIŞLERI BAKANLIĞI
160,56478594001,ERASLAN,SELMIN,23.07.1981,K/F,Y41Y08949,TC/TUR,13.01.2025,AYNILHAYAT,ABID,T.C. İÇIŞLERI BAKANLIĞI
161,57639106651,MANÇO,ONUKER,06.12.1991,E/M,H46E06327,TC/TUR,16.06.2022,SADIYE,BAHADDIN,T.C. İÇIŞLERI BAKANLIĞI
162,31280446689,ALEMDAR,AHTER,09.08.1986,K/F,T50Y90357,TC/TUR,20.03.2022,HÜDA,KERMAN,T.C. İÇIŞLERI BAKANLIĞI
163,42373567281,GÜLEN,BAHADDIN,12.02.1915,E/M,X89M12186,TC/TUR,27.10.2029,SIDAR,REFIK,T.C. İÇIŞLERI BAKANLIĞI
164,14708323081,ARSLAN,ALPSÜ,08.04.2000,E/M,M87K19353,TC/TUR,24.09.2022,DÖNER,TAYAYDIN,T.C. İÇIŞLERI BAKANLIĞI
165,36404053379,BILGIN,NURSER,08.08.2011,K/F,P86T53916,TC/TUR,01.03.2027,İDE,FEREMEZ,T.C. İÇIŞLERI BAKANLIĞI
166,53206525015,BILIR,YILDIZ,08.05.1997,K/F,K61M19903,TC/TUR,18.04.2027,FERMUTA,HALUK,T.C. İÇIŞLERI BAKANLIĞI
167,58687025083,ERGÜL,SEMRIN,12.05.1924,K/F,T93K00928,TC/TUR,25.09.2025,RIFKIYE,BALTAŞ,T.C. İÇIŞLERI BAKANLIĞI
168,6977260062,SEVEN,PEMBESIN,12.12.2002,K/F,N90Y69799,TC/TUR,28.10.2029,RAYLA,GÜMÜŞTEKIN,T.C. İÇIŞLERI BAKANLIĞI
169,80016870047,AKDENIZ,NAIDE,19.03.1964,K/F,N02B29474,TC/TUR,16.04.2022,PAKSU,ŞALI,T.C. İÇIŞLERI BAKANLIĞI
170,80456443730,ÇAMURCUOĞLU,TEZCAN,24.12.1961,E/M,Y43I94672,TC/TUR,27.11.2023,GÖZEM,GÖRKLÜ,T.C. İÇIŞLERI BAKANLIĞI
171,98871035184,ŞAMA,ŞEHAMET,12.07.1946,E/M,B02O11702,TC/TUR,03.12.2021,ÖRFIYE,VAYSAL,T.C. İÇIŞLERI BAKANLIĞI
172,22242734687,DURMUŞ,NIHAI,23.07.1979,E/M,Z99M07422,TC/TUR,04.01.2027,MASUME,SONGURKAN,T.C. İÇIŞLERI BAKANLIĞI
173,28924825583,İNÖNÜ,KUMRAL,28.02.1942,K/F,A61E18526,TC/TUR,06.01.2024,EFIL,RAFIH,T.C. İÇIŞLERI BAKANLIĞI
174,51247549896,YILDIRIM,YADIGAR,12.11.1999,E/M,M56M74221,BWA,20.08.2028,HENIFE,YALTIRAK,T.C. İÇIŞLERI BAKANLIĞI
175,50647848135,DUMANLI,FEDEN,03.12.1989,K/F,B86A29011,AGO,04.06.2025,MECIDE,TAYAYDIN,T.C. İÇIŞLERI BAKANLIĞI
176,30999387230,ASLAN,KADER,22.04.1992,K/F,X91E39208,TC/TUR,11.02.2028,YILDIZ,KORUGAN,T.C. İÇIŞLERI BAKANLIĞI
177,26235451108,DEMIREL,HAVALI,21.01.1953,K/F,H75H82846,TC/TUR,28.07.2024,ŞEREF,ERDIBAY,T.C. İÇIŞLERI BAKANLIĞI
178,88565543892,ZORLU,MUHAMMET,27.09.1937,E/M,Z67E34677,TC/TUR,18.08.2029,RAHIYE,İŞCAN,T.C. İÇIŞLERI BAKANLIĞI
179,28625595873,ÇAMURCUOĞLU,SAYIN,15.09.1982,E/M,N71T26427,MCO,10.11.2021,NAZENDE,SEYDO,T.C. İÇIŞLERI BAKANLIĞI
180,248989444,ÇORLU,CEVALE,24.03.1986,K/F,I91N28907,TC/TUR,13.01.2027,LAZE,YAŞATTIN,T.C. İÇIŞLERI BAKANLIĞI
181,84151211881,ERASLAN,AKMARAL,16.08.1962,K/F,X39K66513,JPN,05.03.2026,GÜLDER,ZIYAETTIN,T.C. İÇIŞLERI BAKANLIĞI
182,96480745065,DURMUŞ,ATALAY,14.04.1946,E/M,A45A45069,TC/TUR,08.09.2021,GÜNGÖREN,BAYDU,T.C. İÇIŞLERI BAKANLIĞI
183,60985112961,GÜL,AÇILAY,24.11.1953,K/F,B59Y54664,TC/TUR,26.08.2029,GÜVERÇIN,İLKIM,T.C. İÇIŞLERI BAKANLIĞI
184,49074871873,BILGIN,HUZURI,01.12.1961,E/M,K60Y59000,TC/TUR,27.07.2030,ŞAHINDER,AĞMUR,T.C. İÇIŞLERI BAKANLIĞI
185,14186397799,GÜÇLÜ,YÖNETMEN,15.04.1987,E/M,P68K69608,TC/TUR,05.02.2028,ZEYNO,BINIŞIK,T.C. İÇIŞLERI BAKANLIĞI
186,90458682937,ÇETIN,AYNIMAH,29.08.1995,K/F,P81E39560,TC/TUR,19.09.2026,VACIBE,ÖVER,T.C. İÇIŞLERI BAKANLIĞI
187,27334816929,AKÇAY,SAÇI,04.06.1917,K/F,N14Y81016,TC/TUR,16.05.2027,GELENGÜL,MÖHSIM,T.C. İÇIŞLERI BAKANLIĞI
188,36948391359,KISAKÜREK,ERAYCAN,19.12.1968,E/M,B43E35092,TC/TUR,15.03.2028,ÖZYURT,MUKTEDIR,T.C. İÇIŞLERI BAKANLIĞI
189,32567878166,SOYLU,AYGUTALP,03.09.1987,E/M,M29H05672,TC/TUR,19.06.2024,GÜL,ERŞAT,T.C. İÇIŞLERI BAKANLIĞI
190,69702392959,AKDENIZ,KÜBRAN,02.08.2010,K/F,Z11M93679,BLZ,22.10.2023,ERBAY,MUSAFET,T.C. İÇIŞLERI BAKANLIĞI
191,85782984226,DEMIREL,ZILFA,14.08.1947,K/F,O18E90914,TC/TUR,10.08.2026,GÜLDER,ŞAFII,T.C. İÇIŞLERI BAKANLIĞI
192,29511989570,DURAN,DIRLIK,07.04.1986,E/M,Z03M44790,TC/TUR,22.10.2028,SALIMET,RAFIH,T.C. İÇIŞLERI BAKANLIĞI
193,29723841471,TARHAN,NURHAYET,15.12.1956,K/F,H41T47506,TC/TUR,24.05.2029,ZEVLÜDE,SUDI,T.C. İÇIŞLERI BAKANLIĞI
194,63432572064,ÇETIN,GÜNSEL,11.01.2010,K/F,B64Z89569,TC/TUR,10.12.2024,GÜLSÜ,HIFZULLAH,T.C. İÇIŞLERI BAKANLIĞI
195,41016047591,MANSIZ,RANA,01.02.2003,K/F,H36I82608,TC/TUR,03.03.2028,NALÂN,ULU,T.C. İÇIŞLERI BAKANLIĞI
196,93493301051,KISAKÜREK,GÜNKURT,18.12.1933,E/M,A95M49562,TC/TUR,27.11.2025,BASRIYE,KAŞIF,T.C. İÇIŞLERI BAKANLIĞI
197,40282797932,ASLAN,TANBAY,18.12.1943,E/M,N46P07656,TC/TUR,17.02.2026,TÜRCAN,ALSOY,T.C. İÇIŞLERI BAKANLIĞI
198,75476459352,YORULMAZ,DUYGUHAN,26.08.1915,K/F,E76H20273,TC/TUR,01.06.2028,BELKIZE,TANAK,T.C. İÇIŞLERI BAKANLIĞI
199,27450909585,SEVEN,ÖZLEM,04.11.1920,K/F,Y04P72112,TC/TUR,15.11.2027,NEŞRIN,AKÇASU,T.C. İÇIŞLERI BAKANLIĞI
200,69437362584,KARADENIZ,ÖZGÜR,03.08.1984,E/M,K09K09319,TC/TUR,16.09.2030,BEYHATUN,BILTAŞ,T.C. İÇIŞLERI BAKANLIĞI
201,72008287909,ARSOY,ALTINBIKE,30.07.1986,K/F,P66M94665,TC/TUR,22.10.2025,NESFE,ARCAN,T.C. İÇIŞLERI BAKANLIĞI
202,71738604391,YAMAN,KÜBRAN,24.01.1923,K/F,T91H13828,TC/TUR,18.09.2026,SEJDA,MECIT,T.C. İÇIŞLERI BAKANLIĞI
203,72079282382,ÇAMURCUOĞLU,TANHAN,13.05.1979,E/M,T26N49694,TC/TUR,26.01.2028,TERCAN,SEHA,T.C. İÇIŞLERI BAKANLIĞI
204,76500874945,ERDOĞAN,AYSEVIM,30.04.1975,K/F,A51Y93529,TC/TUR,22.11.2025,GÖK,DORUKHAN,T.C. İÇIŞLERI BAKANLIĞI
205,69997172471,AKDENIZ,TANHAN,18.12.1981,E/M,T62O79878,TC/TUR,14.09.2024,GÜLÜS,ERDOGAN,T.C. İÇIŞLERI BAKANLIĞI
206,49362812006,DURDU,NAZIDIL,02.10.1978,K/F,E87M27307,TC/TUR,05.04.2031,ZELHA,MEHMED,T.C. İÇIŞLERI BAKANLIĞI
207,66377254737,KARADENIZ,KÜRŞAD,05.01.1978,E/M,M71Y15643,TC/TUR,11.04.2024,DURSADIYE,KASIM,T.C. İÇIŞLERI BAKANLIĞI
208,86498893488,HANÇER,HABIBE,05.05.1978,K/F,E25P27746,TC/TUR,20.01.2025,SELVI,DAYAR,T.C. İÇIŞLERI BAKANLIĞI
209,25749101201,AKÇA,TÜRKALP,05.06.1934,E/M,K07I31349,TC/TUR,11.01.2022,GÜLSEREN,SIPER,T.C. İÇIŞLERI BAKANLIĞI
210,32676508319,MANSIZ,TÜMER,19.05.2005,E/M,A41M08133,TC/TUR,06.10.2026,MAHTER,MUVAFFAK,T.C. İÇIŞLERI BAKANLIĞI
211,36799231031,ARSOY,NADES,09.12.1966,K/F,M17E79034,TC/TUR,23.08.2030,RAFIA,KORAY,T.C. İÇIŞLERI BAKANLIĞI
212,89197035493,SAKARYA,IŞIKAY,14.11.1983,E/M,Y91Y43718,SMR,16.05.2027,SÖYLER,ŞAFII,T.C. İÇIŞLERI BAKANLIĞI
213,74139107538,GÜLEN,GÜNEBAKAN,18.05.1981,K/F,N25K87457,TC/TUR,08.10.2030,ZÜLBIYE,ŞEKIM,T.C. İÇIŞLERI BAKANLIĞI
214,51293450882,MANÇO,ÖZGÜN,30.09.1912,K/F,K84M76251,TC/TUR,01.08.2023,YASEMEN,CANSIN,T.C. İÇIŞLERI BAKANLIĞI
215,66079497742,ŞENSOY,KIRAT,28.06.1978,E/M,Y76M19952,TC/TUR,08.06.2024,EMAL,DURMUŞALI,T.C. İÇIŞLERI BAKANLIĞI
216,80293125710,AKDENIZ,KOÇAK,26.10.1957,E/M,X31B29996,TC/TUR,07.11.2023,GÖLI,ÇIDAL,T.C. İÇIŞLERI BAKANLIĞI
217,18585369149,ZENGIN,KIRGIZ,16.07.1917,E/M,H42K69669,TC/TUR,11.01.2031,FEDEN,BAHITTIN,T.C. İÇIŞLERI BAKANLIĞI
218,11487329221,AKÇAY,NECDAT,13.01.1932,E/M,P30I66013,TC/TUR,22.12.2021,AYLIL,CELILAY,T.C. İÇIŞLERI BAKANLIĞI
219,7529918794,ERDOĞAN,KONGURALP,10.03.1974,E/M,P59X34666,TC/TUR,25.06.2023,BIRSAN,AKKERMAN,T.C. İÇIŞLERI BAKANLIĞI
220,60470273150,ARSOY,İKLIM,23.09.2008,K/F,N03Y91191,TC/TUR,05.12.2030,AYHAN,DOLUN,T.C. İÇIŞLERI BAKANLIĞI
221,1752715023,AKÇAY,MÜFIT,06.09.1958,E/M,H27H26182,TC/TUR,05.02.2025,ÖVÜN,TOĞAN,T.C. İÇIŞLERI BAKANLIĞI
222,99307593346,ERASLAN,ŞEYDA,12.05.1969,K/F,N24T86720,TC/TUR,19.01.2023,ASLIYE,BILTAŞ,T.C. İÇIŞLERI BAKANLIĞI
223,74336905408,DURAN,İLGI,21.10.1923,E/M,H64A51129,TC/TUR,26.04.2029,MASUME,BENOL,T.C. İÇIŞLERI BAKANLIĞI
224,5495026679,ŞENER,FATMANUR,27.06.1961,K/F,O24E38024,TC/TUR,09.04.2026,AKAY,DEMIRBÜKEN,T.C. İÇIŞLERI BAKANLIĞI
225,93163687538,MANSIZ,CENAN,11.05.1993,E/M,X10Y27406,TC/TUR,09.04.2030,MELIKKAN,KIYASI,T.C. İÇIŞLERI BAKANLIĞI
226,9603388215,SEVEN,YÜCEL,06.07.1920,K/F,A36O51230,TC/TUR,13.08.2023,AYKUT,MERDI,T.C. İÇIŞLERI BAKANLIĞI
227,35270252541,AKÇAY,MÜFIT,26.07.1951,E/M,N53P92368,TC/TUR,03.03.2029,TÜLIN,İLALMIŞ,T.C. İÇIŞLERI BAKANLIĞI
228,29721074107,KORUTÜRK,SEDIFE,22.05.1989,K/F,A42M53757,TC/TUR,02.04.2025,AYASUN,FEYRUZ,T.C. İÇIŞLERI BAKANLIĞI
229,90381033046,TARHAN,KALGAY,27.03.1975,E/M,N45T33565,TC/TUR,30.06.2026,ERVANIYE,RUHSAT,T.C. İÇIŞLERI BAKANLIĞI
230,60530927536,ŞAMA,ELVAN,06.12.1960,K/F,N75O48670,TC/TUR,05.07.2026,NURBANU,SUDI,T.C. İÇIŞLERI BAKANLIĞI
231,36774749709,ŞENSOY,ÖZGÜR,01.09.1947,E/M,A80H29402,TC/TUR,21.01.2031,ŞAHINDER,KARABAŞ,T.C. İÇIŞLERI BAKANLIĞI
232,93061558975,BILGE,YEKDA,19.09.1923,E/M,N48T05576,TC/TUR,29.10.2029,MÜŞÜRE,ÖZPINAR,T.C. İÇIŞLERI BAKANLIĞI
233,67731107289,YÜKSEL,ULUTAY,17.09.1932,E/M,I06B37148,TC/TUR,05.02.2023,SERDA,ELNUR,T.C. İÇIŞLERI BAKANLIĞI
234,28192440762,HAYRIOĞLU,GÜLFARI,05.02.1998,K/F,K90K21691,TC/TUR,29.08.2027,NILCAN,DEMIROK,T.C. İÇIŞLERI BAKANLIĞI
235,55953397432,KISAKÜREK,HAMIYET,10.05.1963,K/F,Z47H30648,TC/TUR,15.09.2026,SEVGEN,OĞULBAŞ,T.C. İÇIŞLERI BAKANLIĞI
236,5027926813,TARHAN,YURTSEVEN,21.12.1957,K/F,A51P40236,TC/TUR,26.11.2027,ÜMMÜHAN,HAKIKAT,T.C. İÇIŞLERI BAKANLIĞI
237,20214830287,SAKARYA,İLPER,19.01.1934,K/F,B10B54994,TC/TUR,10.02.2031,ZERIDE,GÖKTEN,T.C. İÇIŞLERI BAKANLIĞI
238,99206898793,YORULMAZ,MERIM,16.11.1944,K/F,T13P45315,MLI,02.09.2030,NEPTÜN,OLIVER,T.C. İÇIŞLERI BAKANLIĞI
239,84541345750,TÜRK,TULUN,08.06.1938,E/M,Z71O37130,TC/TUR,18.09.2021,CUHEYNA,TAŞKAN,T.C. İÇIŞLERI BAKANLIĞI
240,24371107274,YILMAZ,MASAR,16.06.1977,E/M,Y49K16552,TC/TUR,01.06.2029,SAHIL,MUHYETTIN,T.C. İÇIŞLERI BAKANLIĞI
241,42106674389,ARSOY,VEZRIFE,09.05.1967,K/F,X11Z07067,TC/TUR,16.09.2021,GÜNGÖREN,TOKÖZ,T.C. İÇIŞLERI BAKANLIĞI
242,75746710966,ÖCALAN,ELNUR,30.09.1976,E/M,B95N45412,TC/TUR,26.10.2029,GÜLEV,KAHIR,T.C. İÇIŞLERI BAKANLIĞI
243,58934714170,AKAR,PESENT,21.10.1961,K/F,Y36K86926,TC/TUR,21.11.2025,SABIHE,YALTIRAK,T.C. İÇIŞLERI BAKANLIĞI
244,18024278172,MANÇO,VAHITTIN,23.10.1931,E/M,T18H50447,TC/TUR,24.04.2022,NEFARET,FATIH,T.C. İÇIŞLERI BAKANLIĞI
245,202417374,İHSANOĞLU,SELMIN,11.12.1986,K/F,M01T00064,TC/TUR,29.02.2024,EŞIM,TAMAYDIN,T.C. İÇIŞLERI BAKANLIĞI
246,84893227427,AKÇAY,HANEDAN,03.12.1995,E/M,Y72I93546,TC/TUR,08.10.2029,PESENT,İMREN,T.C. İÇIŞLERI BAKANLIĞI
247,63058193908,ÇAMURCUOĞLU,ÇIVGIN,22.04.1929,E/M,B42X44454,TC/TUR,23.11.2023,KÂZIME,İMAM,T.C. İÇIŞLERI BAKANLIĞI
248,53104695199,İNÖNÜ,ZAHFER,29.09.1927,K/F,P15K46881,TC/TUR,20.01.2024,SUNAY,İVECEN,T.C. İÇIŞLERI BAKANLIĞI
249,85465265647,DURDU,ALIŞIK,30.11.1942,K/F,K15P49564,TC/TUR,18.12.2025,YEŞIL,MEHMETZAHIR,T.C. İÇIŞLERI BAKANLIĞI
250,46546276015,BILGIN,İLIM,20.01.1956,E/M,P71N90346,TC/TUR,06.09.2027,UFUKAY,SAMURTAY,T.C. İÇIŞLERI BAKANLIĞI
251,67140712095,ÇAMURCUOĞLU,UMUTCAN,15.12.1968,E/M,N33K68671,TC/TUR,19.01.2029,GÜLBIYE,İLDEM,T.C. İÇIŞLERI BAKANLIĞI
252,38991133938,SOYLU,AYTEN,05.03.1927,K/F,B43O39988,SOM,01.05.2030,ÜMRAY,KAYAGÜN,T.C. İÇIŞLERI BAKANLIĞI
253,74617915190,AKSU,UMUŞAN,11.06.1913,K/F,B51B37232,TC/TUR,22.04.2027,MAHTER,ULU,T.C. İÇIŞLERI BAKANLIĞI
254,43852111381,AKÇA,BELKIZE,01.01.1922,K/F,X70E73464,TC/TUR,07.06.2029,ŞADIMAN,AKCIVAN,T.C. İÇIŞLERI BAKANLIĞI
255,43119858897,SEZGIN,ÇAĞLASIN,23.01.1983,E/M,I13O98014,TC/TUR,07.08.2025,NECILAL,İMREN,T.C. İÇIŞLERI BAKANLIĞI
256,82562468622,SOYLU,SOYKUT,24.04.1925,E/M,O45T92951,TC/TUR,13.12.2023,GÜLSIYE,MANSURALI,T.C. İÇIŞLERI BAKANLIĞI
257,94192701838,YÜKSEL,GÜVERÇIN,23.05.1978,K/F,E26P18502,TC/TUR,22.04.2022,BELGIZAR,ŞAHAT,T.C. İÇIŞLERI BAKANLIĞI
258,11583309762,KISAKÜREK,ANNAK,06.08.1930,E/M,I25K52024,TC/TUR,08.02.2024,CEVALE,ŞENKAL,T.C. İÇIŞLERI BAKANLIĞI
259,41318440254,ŞENSOY,HOŞKADEM,13.08.1975,K/F,I32B43809,MCO,14.10.2025,DURSADIYE,YENERAL,T.C. İÇIŞLERI BAKANLIĞI
260,15108956325,TÜRK,JARUTHIP,15.07.1977,K/F,Y49Z90359,TC/TUR,07.11.2021,CUHEYNA,FAHRULLAH,T.C. İÇIŞLERI BAKANLIĞI
261,98051155676,ŞENSOY,BILAY,23.02.1942,K/F,K25E12412,TC/TUR,19.02.2025,PAKSU,HÜRYAŞAR,T.C. İÇIŞLERI BAKANLIĞI
262,18045187133,MANSIZ,ALKOR,13.07.1955,E/M,K15M17509,TC/TUR,07.06.2025,NEVAL,KÂMIL,T.C. İÇIŞLERI BAKANLIĞI
263,69573801514,ZORLU,NILI,27.04.1966,K/F,Y81P87296,TC/TUR,27.02.2024,ACARKAN,TANIR,T.C. İÇIŞLERI BAKANLIĞI
264,60178262869,BILIR,ÖVER,20.07.1959,E/M,M65Y80265,TC/TUR,23.12.2026,NÜDRET,MEVLÜT,T.C. İÇIŞLERI BAKANLIĞI
265,71906926273,HANÇER,BALLI,06.09.1937,K/F,K47N02264,NLD,25.03.2023,SADETI,TANSIĞ,T.C. İÇIŞLERI BAKANLIĞI
266,88914413787,İHSANOĞLU,CEVHERI,10.06.1941,E/M,I39N00431,TC/TUR,24.09.2022,EDAVIYE,ŞEMSETTIN,T.C. İÇIŞLERI BAKANLIĞI
267,30664300197,ZENGIN,AKMANER,09.08.1932,E/M,A89Z47545,KAZ,01.04.2030,MERBA,ARIFCAN,T.C. İÇIŞLERI BAKANLIĞI
268,71384606415,ÇORLU,ALPIN,04.11.1961,E/M,P69Z36004,TC/TUR,03.05.2028,NAIDE,COŞKUN,T.C. İÇIŞLERI BAKANLIĞI
269,26691509814,KARADENIZ,ŞAYAN,09.06.1915,K/F,M92H28232,TC/TUR,09.09.2026,ÜGE,GÖZEL,T.C. İÇIŞLERI BAKANLIĞI
270,34661250784,ZORLU,RAKIDE,23.05.1929,K/F,O40X76834,TC/TUR,28.06.2027,NECVA,ÖZALPSAN,T.C. İÇIŞLERI BAKANLIĞI
271,34530245703,ASLAN,SALURBAY,13.07.1972,E/M,K28P47879,TC/TUR,25.07.2025,UMMAHANI,VERIM,T.C. İÇIŞLERI BAKANLIĞI
272,97126898316,ÜLKER,DURUÖZ,21.03.1927,E/M,H08X38790,TC/TUR,22.06.2027,MUKBILE,İVECEN,T.C. İÇIŞLERI BAKANLIĞI
273,36233875957,AKDENIZ,BERRIN,06.05.1950,K/F,K80E05340,TC/TUR,01.02.2031,NÜRICE,EFSER,T.C. İÇIŞLERI BAKANLIĞI
274,32601131306,GÜLEN,KALGAY,11.11.1955,E/M,I17X93766,TC/TUR,23.01.2031,TANGÜL,FERIHAN,T.C. İÇIŞLERI BAKANLIĞI
275,82755193194,ŞENER,ERDOGAN,30.04.1912,E/M,O19B01643,TC/TUR,25.05.2025,MERBA,SAMI,T.C. İÇIŞLERI BAKANLIĞI
276,560761206,HANÇER,JANKAT,08.07.2011,E/M,K18M92298,TC/TUR,07.10.2030,ARMAHAN,ÖNEL,T.C. İÇIŞLERI BAKANLIĞI
277,22987336870,DUMANLI,ZAHFER,24.02.1985,K/F,B09Z00694,TON,09.10.2029,FEDEN,ERAYCAN,T.C. İÇIŞLERI BAKANLIĞI
278,12898315563,KARADENIZ,SEVIM,10.01.1944,K/F,T29E43533,TC/TUR,07.07.2031,MAŞIDE,VARGIN,T.C. İÇIŞLERI BAKANLIĞI
279,93775697321,TÜRK,BASIM,14.04.1955,E/M,X00E28159,VNM,29.10.2027,YAZGÜL,NIHAI,T.C. İÇIŞLERI BAKANLIĞI
280,25743652690,YÜKSEL,GÜNAR,30.09.1999,K/F,T54K56650,TC/TUR,02.04.2030,EFIL,BELLISAN,T.C. İÇIŞLERI BAKANLIĞI
281,29561584602,DURDU,ŞAZIME,14.04.1955,K/F,K36K15701,TC/TUR,07.04.2025,İLDEŞ,CABIR,T.C. İÇIŞLERI BAKANLIĞI
282,8497288607,HANÇER,GÜNSEL,29.01.1988,K/F,X02P61479,TC/TUR,15.11.2030,YURTSEVEN,OMACA,T.C. İÇIŞLERI BAKANLIĞI
283,72378910321,ERTAŞ,OKGÜÇLÜ,04.07.1926,E/M,O14B91121,TC/TUR,10.05.2026,VECIDE,BÖRTEÇIN,T.C. İÇIŞLERI BAKANLIĞI
284,60528432442,MANÇO,ÇEVIKÖZ,08.02.1929,E/M,K31K13345,TC/TUR,30.10.2028,AYSUNA,YILMAZ,T.C. İÇIŞLERI BAKANLIĞI
285,32451667693,GÜL,ÇAVULDUR,15.07.1960,E/M,P93P08933,TC/TUR,08.03.2023,BÜREYRE,BAYZETTIN,T.C. İÇIŞLERI BAKANLIĞI
286,86830677176,ERDOĞAN,FATIH,28.11.1967,E/M,A39B50636,TC/TUR,23.03.2023,ARMAHAN,KÂMIL,T.C. İÇIŞLERI BAKANLIĞI
287,55268788771,DEMIREL,HENIFE,08.01.1977,K/F,P21H95572,TC/TUR,02.11.2024,BERIYE,ERDURSUN,T.C. İÇIŞLERI BAKANLIĞI
288,32082358948,AKÇAY,SABA,21.05.1955,E/M,X04H29112,TC/TUR,06.01.2026,MÜBETCEL,TALI,T.C. İÇIŞLERI BAKANLIĞI
289,23066689276,HAYRIOĞLU,SANUR,10.06.2002,K/F,Y94N28634,TC/TUR,29.10.2021,GÜLGÜZEL,SATRETTIN,T.C. İÇIŞLERI BAKANLIĞI
290,15946095097,YILMAZ,AÇILAY,16.12.2005,K/F,M24X30124,TC/TUR,10.08.2024,ARIPINAR,EYYÜP,T.C. İÇIŞLERI BAKANLIĞI
291,12115589476,SEZGIN,ESKINALP,03.11.1926,E/M,B74H73812,TC/TUR,14.10.2022,NAZ,EMRULLAH,T.C. İÇIŞLERI BAKANLIĞI
292,33723813223,SEZER,ACAR,01.01.1973,E/M,O07Y83391,TC/TUR,24.07.2029,ÇOLPAN,LUTFI,T.C. İÇIŞLERI BAKANLIĞI
293,51549091302,AKDENIZ,FERZI,27.05.1977,E/M,Y96P43872,TC/TUR,20.09.2029,BALLI,BAŞHAN,T.C. İÇIŞLERI BAKANLIĞI
294,60681468358,HAYRIOĞLU,BENOL,16.08.1921,E/M,N51N24436,TC/TUR,28.08.2025,GÜLDER,ÖĞET,T.C. İÇIŞLERI BAKANLIĞI
295,60910647942,KARADENIZ,EMIRŞAN,21.06.1918,E/M,T52M95125,TC/TUR,03.12.2030,ALIZE,MESTUR,T.C. İÇIŞLERI BAKANLIĞI
296,91182777238,SEZER,SIMTEN,14.08.1916,K/F,H42B38249,TC/TUR,18.10.2028,DÖNER,EVRIMER,T.C. İÇIŞLERI BAKANLIĞI
297,41278299863,GÜL,ENES,11.08.1983,E/M,K29A19858,TC/TUR,04.10.2022,LEYLI,OZANSÜ,T.C. İÇIŞLERI BAKANLIĞI
298,53888744530,MANÇO,SARYA,28.04.1965,K/F,M97K76762,TC/TUR,08.07.2028,AYTEN,NAS,T.C. İÇIŞLERI BAKANLIĞI
299,83561106757,ALEMDAR,GÜNERI,18.08.2011,E/M,Z85X99579,TC/TUR,18.04.2027,AYŞEANA,ÖRYÜREK,T.C. İÇIŞLERI BAKANLIĞI
300,98227628584,AKAR,GÜVERÇIN,31.05.1917,K/F,E20H61700,NLD,15.08.2028,FERAYE,YAŞATTIN,T.C. İÇIŞLERI BAKANLIĞI
301,18510552854,ŞENSOY,BENEK,22.10.1920,K/F,B50B21516,TC/TUR,23.09.2025,ZERIDE,İLGI,T.C. İÇIŞLERI BAKANLIĞI
302,35014443027,ÇAMURCUOĞLU,EFIL,28.04.1964,K/F,A36I94405,TC/TUR,11.09.2029,HAZINE,BENOL,T.C. İÇIŞLERI BAKANLIĞI
303,12067201486,ŞAMA,ŞÜKÜFE,26.09.1935,K/F,A84I57830,TC/TUR,20.08.2027,SARYA,TUNAHAN,T.C. İÇIŞLERI BAKANLIĞI
304,48728784675,ŞENSOY,ÖZALPSAN,30.09.2003,E/M,X22N56135,BRN,19.03.2028,HEVA,GÜÇYETER,T.C. İÇIŞLERI BAKANLIĞI
305,40266397693,SEZER,CEMALETTIN,09.04.1930,E/M,Y12K45660,TC/TUR,12.05.2028,SERMA,GÜNDEN,T.C. İÇIŞLERI BAKANLIĞI
306,8609117942,BILIR,SEJDA,11.10.1994,K/F,A60Z89933,TC/TUR,22.04.2029,MUHIYE,TOKÖZ,T.C. İÇIŞLERI BAKANLIĞI
307,80304419959,ÜLKER,NAIDE,16.05.1916,K/F,I00A92310,TC/TUR,02.03.2029,ELIFNUR,ALKOR,T.C. İÇIŞLERI BAKANLIĞI
308,21157683753,ALEMDAR,GÜCAL,03.06.1925,E/M,E71T73412,AUT,31.07.2024,LÂLE,İVECEN,T.C. İÇIŞLERI BAKANLIĞI
309,48626747538,DURAN,SÜCAETTIN,28.04.1948,E/M,Y23A99510,TC/TUR,17.01.2031,YAŞAR,KORUGAN,T.C. İÇIŞLERI BAKANLIĞI
